0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,2.885,0.364,0.302,2.982,2.89,3.079,2.876,1.628,1.678,0.268,0.42
2.737,2.88,0.348,0.303,3.003,2.984,3.108,3.054,1.612,1.585,0.257,0.409
2.738,2.888,0.345,0.3,3.017,3.0,3.125,3.084,1.609,1.562,0.248,0.409
2.748,2.888,0.34,0.297,3.024,3.001,3.135,3.091,1.61,1.553,0.248,0.399
2.747,2.888,0.339,0.297,3.032,3.001,3.14,3.091,1.604,1.553,0.248,0.4
2.755,2.879,0.334,0.301,3.035,2.998,3.14,3.088,1.601,1.555,0.249,0.4
2.755,2.874,0.334,0.301,3.035,3.001,3.14,3.091,1.607,1.546,0.254,0.4
2.751,2.874,0.335,0.301,3.041,3.001,3.133,3.091,1.605,1.546,0.255,0.404
2.751,2.874,0.336,0.301,3.041,3.004,3.133,3.098,1.605,1.543,0.254,0.405
2.751,2.883,0.336,0.297,3.041,3.004,3.133,3.098,1.605,1.543,0.249,0.4
2.751,2.878,0.336,0.297,3.041,3.004,3.133,3.098,1.604,1.543,0.254,0.4
2.752,2.878,0.335,0.297,3.041,3.004,3.133,3.094,1.605,1.543,0.254,0.399
2.753,2.878,0.331,0.297,3.047,3.004,3.13,3.094,1.601,1.543,0.254,0.398
2.762,2.878,0.327,0.299,3.047,3.001,3.13,3.098,1.602,1.543,0.249,0.395
2.768,2.873,0.327,0.302,3.047,3.007,3.13,3.104,1.602,1.54,0.243,0.4
2.768,2.872,0.327,0.303,3.05,3.007,3.127,3.104,1.605,1.534,0.243,0.401
2.769,2.872,0.326,0.303,3.051,3.007,3.127,3.101,1.605,1.534,0.243,0.4
2.77,2.887,0.325,0.298,3.054,3.007,3.125,3.101,1.602,1.534,0.232,0.395
2.766,2.882,0.329,0.3,3.054,3.01,3.121,3.101,1.603,1.533,0.231,0.404
2.768,2.881,0.327,0.301,3.057,3.01,3.118,3.101,1.6,1.533,0.231,0.403
2.764,2.886,0.33,0.301,3.06,3.01,3.118,3.101,1.6,1.533,0.225,0.409
2.764,2.886,0.328,0.304,3.063,3.004,3.111,3.098,1.604,1.529,0.225,0.408
2.764,2.886,0.328,0.303,3.063,3.005,3.111,3.098,1.597,1.536,0.226,0.408
2.764,2.887,0.328,0.303,3.063,3.005,3.111,3.098,1.597,1.536,0.224,0.408
2.764,2.887,0.328,0.303,3.066,3.005,3.105,3.098,1.595,1.536,0.224,0.408
2.774,2.887,0.324,0.303,3.066,3.005,3.105,3.098,1.595,1.536,0.22,0.403
2.775,2.887,0.323,0.304,3.066,3.004,3.105,3.098,1.595,1.536,0.22,0.402
2.77,2.887,0.325,0.304,3.071,3.004,3.098,3.098,1.592,1.536,0.22,0.407
2.77,2.887,0.325,0.304,3.071,3.004,3.098,3.098,1.592,1.536,0.22,0.407
2.77,2.887,0.325,0.303,3.071,3.005,3.098,3.098,1.585,1.542,0.22,0.407
2.77,2.887,0.325,0.303,3.071,3.005,3.098,3.098,1.585,1.542,0.22,0.407
2.767,2.886,0.327,0.304,3.073,3.004,3.098,3.098,1.585,1.542,0.219,0.412
2.767,2.886,0.327,0.304,3.074,3.002,3.098,3.092,1.592,1.539,0.219,0.411
2.768,2.886,0.325,0.304,3.074,3.002,3.102,3.092,1.592,1.539,0.219,0.41
2.764,2.886,0.327,0.305,3.076,2.998,3.102,3.085,1.592,1.541,0.218,0.415
2.764,2.886,0.327,0.305,3.076,2.998,3.102,3.085,1.592,1.542,0.218,0.415
2.764,2.891,0.327,0.305,3.076,2.998,3.098,3.085,1.592,1.542,0.213,0.415
2.764,2.886,0.327,0.305,3.076,2.998,3.098,3.085,1.592,1.542,0.218,0.415
2.764,2.891,0.327,0.304,3.076,2.999,3.098,3.082,1.585,1.548,0.213,0.415
2.763,2.886,0.328,0.304,3.076,2.999,3.094,3.082,1.585,1.548,0.219,0.415
2.763,2.886,0.328,0.304,3.076,2.999,3.094,3.078,1.585,1.548,0.219,0.415
2.764,2.886,0.328,0.307,3.076,2.993,3.094,3.075,1.586,1.55,0.218,0.415
2.764,2.885,0.328,0.308,3.076,2.993,3.094,3.075,1.586,1.55,0.218,0.416
2.764,2.885,0.328,0.308,3.076,2.993,3.094,3.075,1.586,1.55,0.218,0.416
2.764,2.885,0.328,0.308,3.076,2.993,3.094,3.075,1.586,1.55,0.218,0.416
2.764,2.885,0.328,0.308,3.076,2.993,3.094,3.075,1.586,1.55,0.218,0.416
2.764,2.885,0.327,0.308,3.076,2.993,3.094,3.075,1.592,1.544,0.218,0.416
2.764,2.885,0.327,0.308,3.074,2.99,3.101,3.069,1.589,1.553,0.218,0.416
2.764,2.885,0.328,0.308,3.073,2.99,3.101,3.069,1.582,1.56,0.217,0.417
2.764,2.886,0.328,0.307,3.073,2.987,3.101,3.062,1.589,1.557,0.217,0.416
2.765,2.885,0.328,0.308,3.073,2.981,3.101,3.053,1.589,1.562,0.216,0.417
2.761,2.885,0.33,0.308,3.076,2.978,3.101,3.046,1.589,1.566,0.216,0.421
2.761,2.885,0.33,0.308,3.076,2.975,3.101,3.04,1.589,1.569,0.216,0.421
2.76,2.885,0.33,0.308,3.076,2.974,3.101,3.04,1.589,1.569,0.217,0.421
2.76,2.885,0.33,0.308,3.076,2.971,3.101,3.03,1.582,1.579,0.217,0.421
2.76,2.885,0.331,0.308,3.076,2.971,3.101,3.03,1.589,1.572,0.216,0.422
2.761,2.886,0.33,0.307,3.076,2.971,3.101,3.03,1.589,1.572,0.216,0.42
2.761,2.886,0.33,0.31,3.076,2.966,3.097,3.027,1.589,1.574,0.216,0.42
2.761,2.886,0.33,0.31,3.076,2.963,3.101,3.02,1.589,1.577,0.216,0.42
2.761,2.886,0.33,0.31,3.076,2.966,3.097,3.023,1.589,1.574,0.216,0.42
2.761,2.885,0.33,0.311,3.073,2.966,3.104,3.023,1.592,1.574,0.216,0.421
2.762,2.884,0.329,0.312,3.073,2.969,3.104,3.026,1.592,1.571,0.216,0.421
2.766,2.884,0.33,0.312,3.073,2.969,3.1,3.026,1.592,1.571,0.211,0.422
2.766,2.884,0.33,0.313,3.073,2.969,3.1,3.026,1.592,1.571,0.21,0.423
2.766,2.884,0.328,0.313,3.078,2.969,3.097,3.026,1.589,1.572,0.21,0.423
2.766,2.884,0.328,0.313,3.078,2.969,3.097,3.026,1.589,1.572,0.21,0.423
2.762,2.884,0.33,0.313,3.081,2.966,3.097,3.02,1.589,1.575,0.21,0.427
2.762,2.883,0.33,0.313,3.081,2.969,3.097,3.026,1.589,1.572,0.211,0.427
2.762,2.883,0.33,0.313,3.081,2.966,3.097,3.02,1.589,1.575,0.211,0.427
2.762,2.882,0.33,0.313,3.081,2.969,3.101,3.026,1.589,1.572,0.211,0.428
2.762,2.882,0.332,0.314,3.078,2.969,3.097,3.026,1.589,1.571,0.211,0.429
2.762,2.882,0.33,0.314,3.083,2.972,3.094,3.032,1.586,1.569,0.211,0.429
2.762,2.881,0.329,0.314,3.083,2.978,3.094,3.045,1.586,1.563,0.212,0.428
2.762,2.878,0.329,0.315,3.083,2.981,3.094,3.045,1.586,1.563,0.212,0.432
2.771,2.878,0.327,0.315,3.078,2.981,3.097,3.045,1.589,1.562,0.207,0.427
2.771,2.878,0.327,0.315,3.078,2.981,3.097,3.045,1.589,1.562,0.207,0.427
2.771,2.877,0.327,0.315,3.078,2.981,3.097,3.045,1.589,1.562,0.207,0.427
2.771,2.878,0.327,0.314,3.078,2.981,3.097,3.045,1.589,1.562,0.207,0.426
2.772,2.878,0.325,0.314,3.078,2.981,3.101,3.049,1.589,1.562,0.208,0.425
2.772,2.878,0.325,0.314,3.078,2.981,3.101,3.049,1.589,1.562,0.208,0.425
2.772,2.878,0.325,0.314,3.078,2.981,3.101,3.049,1.589,1.562,0.208,0.425
2.772,2.883,0.325,0.314,3.078,2.978,3.101,3.042,1.589,1.565,0.203,0.425
2.772,2.883,0.325,0.314,3.078,2.978,3.101,3.042,1.589,1.565,0.203,0.425
2.772,2.883,0.325,0.314,3.079,2.975,3.101,3.036,1.589,1.568,0.203,0.425
2.772,2.883,0.325,0.314,3.079,2.975,3.101,3.036,1.589,1.568,0.203,0.425
2.773,2.883,0.324,0.315,3.079,2.975,3.101,3.036,1.589,1.568,0.203,0.425
